2232,sir_spamless,"La explicación estuvo clarísima, gracias."
1452,peru_player,Jajaja ese fail fue oro puro.
3925,chattycat,"Recién llego, ¿qué me perdí?"
5279,juancho,GG! tremendo final.
8541,maria_streamfan,¿Puedes mostrar la lista/deck al final?
4114,peru_player,¿Puedes mostrar la lista/deck al final?
3088,chattycat,¿Puedes mostrar la lista/deck al final?
9785,lorekeeper,GG! tremendo final.
5956,mana_addict,Pregunta: ¿a qué hora sueles streamear?
9518,juancho,"Saludos desde Lima, sigue así!"
7054,mana_addict,Hoy sí sale ranked 💪
7658,ggwp,Clippeado! momento épico #989.
5956,sir_spamless,Hoy sí sale ranked 💪
7311,commenter3,Este canal es calidad 10/10.
5905,commenter2,Pregunta: ¿a qué hora sueles streamear?
9379,mana_addict,Ese combo estuvo brutal 😂
3546,silent_viewer,"La explicación estuvo clarísima, gracias."
5065,kappa_kid,"Se nota el entrenamiento, crack."
7658,mana_addict,"No entendí la regla, ¿repites?"
8711,commenter2,"Saludos desde Lima, sigue así!"
1626,peru_player,"Recién llego, ¿qué me perdí?"
5564,commenter3,Clippeado! momento épico #246.
9280,commenter3,Clippeado! momento épico #3.
4441,deltafox,Hoy sí sale ranked 💪
8179,mod_julia,¿Puedes mostrar la lista/deck al final?
8007,deltafox,Ese combo estuvo brutal 😂
1722,sir_spamless,"Recién llego, ¿qué me perdí?"
2753,mod_julia,Pregunta: ¿a qué hora sueles streamear?
3647,lorekeeper,Ese combo estuvo brutal 😂
5325,mana_addict,¿Puedes mostrar la lista/deck al final?
3546,deltafox,¿Puedes mostrar la lista/deck al final?
6862,sir_spamless,"Chat, no sean tóxicos pls."
3938,deltafox,Ese combo estuvo brutal 😂
9900,silent_viewer,Jajaja ese fail fue oro puro.
3143,commenter1,Ese combo estuvo brutal 😂
5573,commenter1,GG! tremendo final.
9900,chattycat,Hoy sí sale ranked 💪
6378,deltafox,GG! tremendo final.
4269,silent_viewer,Hoy sí sale ranked 💪
3200,juancho,Qué buena música de fondo.
1590,ggwp,"Saludos desde Lima, sigue así!"
4335,ggwp,"No entendí la regla, ¿repites?"
3938,mana_addict,Este canal es calidad 10/10.
1626,commenter2,"Se nota el entrenamiento, crack."
3442,sir_spamless,Jajaja ese fail fue oro puro.
2776,kappa_kid,"Chat, no sean tóxicos pls."
5002,deltafox,"No entendí la regla, ¿repites?"
5114,maria_streamfan,Qué buena música de fondo.
5349,juancho,"Se nota el entrenamiento, crack."
5956,peru_player,GG! tremendo final.
5462,mana_addict,"Se nota el entrenamiento, crack."
7548,juancho,"Saludos desde Lima, sigue así!"
1387,mod_julia,Clippeado! momento épico #319.
7267,commenter1,"Nuevo seguidor aquí, recomendado por un amigo."
3200,mod_julia,"Saludos desde Lima, sigue así!"
3546,lorekeeper,Hoy sí sale ranked 💪
6425,mana_addict,"Chat, no sean tóxicos pls."
3647,silent_viewer,Hoy sí sale ranked 💪
6464,deltafox,"Nuevo seguidor aquí, recomendado por un amigo."
6974,peru_player,"Chat, no sean tóxicos pls."
9821,lorekeeper,Ese combo estuvo brutal 😂
2776,silent_viewer,Jajaja ese fail fue oro puro.
6663,maria_streamfan,GG! tremendo final.
5002,mana_addict,¿Puedes mostrar la lista/deck al final?
8541,juancho,Pregunta: ¿a qué hora sueles streamear?
3608,juancho,Qué buena música de fondo.
7267,kappa_kid,"Se nota el entrenamiento, crack."
9938,peru_player,"La explicación estuvo clarísima, gracias."
6974,mod_julia,"No entendí la regla, ¿repites?"
3442,juancho,Este canal es calidad 10/10.
5564,lorekeeper,Hoy sí sale ranked 💪
8179,lorekeeper,"Chat, no sean tóxicos pls."
8541,ggwp,"Saludos desde Lima, sigue así!"
1727,deltafox,"Saludos desde Lima, sigue así!"
2146,deltafox,"Buen stream, me encantó la jugada #740."
4450,silent_viewer,Pregunta: ¿a qué hora sueles streamear?
3900,sir_spamless,Jajaja ese fail fue oro puro.
9346,kappa_kid,Ese combo estuvo brutal 😂
1590,kappa_kid,Jajaja ese fail fue oro puro.
6425,juancho,"Nuevo seguidor aquí, recomendado por un amigo."
4652,commenter3,"La explicación estuvo clarísima, gracias."
6753,mana_addict,"La explicación estuvo clarísima, gracias."
3200,silent_viewer,"Saludos desde Lima, sigue así!"
4164,noobmaster,"Se nota el entrenamiento, crack."
9346,mana_addict,"Buen stream, me encantó la jugada #48."
9938,commenter2,¿Puedes mostrar la lista/deck al final?
1685,silent_viewer,Pregunta: ¿a qué hora sueles streamear?
5371,silent_viewer,Clippeado! momento épico #175.
9280,commenter3,Este canal es calidad 10/10.
6753,mod_julia,Hoy sí sale ranked 💪
4269,lorekeeper,"La explicación estuvo clarísima, gracias."
4164,sir_spamless,"Se nota el entrenamiento, crack."
2137,commenter1,"Se nota el entrenamiento, crack."
8007,chattycat,Ese combo estuvo brutal 😂
3426,mana_addict,"No entendí la regla, ¿repites?"
3143,deltafox,¿Puedes mostrar la lista/deck al final?
6974,juancho,"Saludos desde Lima, sigue así!"
6050,crispy_taco,¿Puedes mostrar la lista/deck al final?
1158,commenter1,Este canal es calidad 10/10.
7054,commenter2,Hoy sí sale ranked 💪
8066,mana_addict,"La explicación estuvo clarísima, gracias."
8149,crispy_taco,"La explicación estuvo clarísima, gracias."
5114,sir_spamless,Pregunta: ¿a qué hora sueles streamear?
5333,commenter2,¿Puedes mostrar la lista/deck al final?
7658,commenter2,Qué buena música de fondo.
5462,commenter3,¿Puedes mostrar la lista/deck al final?
3925,silent_viewer,Clippeado! momento épico #206.
5462,crispy_taco,"Chat, no sean tóxicos pls."
2146,sir_spamless,Clippeado! momento épico #264.
2146,juancho,¿Puedes mostrar la lista/deck al final?
9518,ggwp,"Saludos desde Lima, sigue así!"
